"station_ID","Date","TemperatureCAvg","TemperatureCMax","TemperatureCMin","TdAvgC","HrAvg","WindkmhDir","WindkmhInt","WindkmhGust","PresslevHp","Precmm","TotClOct","lowClOct","SunD1h","VisKm","PreselevHp","SnowDepcm"
3590,2023-07-06,14,19.6,8.6,9.3,74.5,"W",17.8,44.5,1012.1,NA,3.9,6.3,"7.5",46.2,NA,NA
3590,2023-07-05,13.8,18.3,10.6,10.3,81.4,"W",15.8,38.9,1007.6,22,7.2,7.2,"0.7",25.6,NA,NA
3590,2023-07-04,14.7,19.7,8.3,8.8,69,"WSW",23.5,61.2,1009.4,1.4,6.4,6.7,"6.2",41.5,NA,NA
3590,2023-07-03,14.7,19.6,8.3,7,62.2,"W",19.6,48.2,1010.1,0,4.4,6.6,"6.0",36.4,NA,NA
3590,2023-07-02,15.8,22.4,8.3,10,70.4,"W",19.9,46.3,1006.6,0.2,5.6,7.1,"2.4",39.9,NA,NA
3590,2023-07-01,16.8,19.9,10.7,12.8,78.6,"SW",18.9,44.5,1007.5,1.4,7.1,7.8,"3.9",28.6,NA,NA
3590,2023-06-30,16,21.3,10.7,11.3,76.2,"NNW",11.2,31.5,1015.4,NA,4.7,5.1,"6.2",36.2,NA,NA
3590,2023-06-29,19.9,23.3,14.9,15.9,78.4,"WSW",11.4,25.9,1015.4,3.2,7.4,7.4,"0.2",23.3,NA,NA
3590,2023-06-28,18.5,21.9,10.4,12.1,66.9,"WSW",13.4,29.7,1018.8,0,7.6,7.6,"1.0",36.2,NA,NA
3590,2023-06-27,16.9,23.8,10.4,8.1,58.1,"W",17,40.8,1019.8,0,3.5,4.4,"10.4",50.2,NA,NA
3590,2023-06-26,21.9,29.6,11.6,13.3,60.5,"SSW",20.3,48.2,1013.5,0,0.4,1.8,"15.0",40.8,NA,NA
3590,2023-06-25,21.2,26.1,14,15.5,70.6,"S",11,25.9,1020.8,0,4.8,7.7,"6.5",41.9,NA,NA
3590,2023-06-24,20.4,26.6,14,12.7,63.6,"WSW",11.2,29.7,1023.2,0,1.7,3.2,"11.4",45.2,NA,NA
3590,2023-06-23,19.3,26.3,13.9,13.5,70.1,"ENE",8.7,44.5,1019.8,0,2,4.1,"9.1",43.5,NA,NA
3590,2023-06-22,19.5,26.3,13.4,13.4,69.7,"SW",11.4,40.8,1016.9,0,2.5,4.3,"9.9",40.9,NA,NA
3590,2023-06-21,18.1,23.9,13.4,15.2,84.5,"SSW",14.1,38.9,1009.1,4.2,3.8,6.1,"2.4",26.4,NA,NA
3590,2023-06-20,19.4,24.5,14.1,13.8,70.6,"S",15.8,37.1,1010.4,0,3.9,4.3,"12.8",32.9,NA,NA
3590,2023-06-19,19,25.7,13.6,15.8,82.6,"S",13.4,35.2,1008.4,5.2,4.2,5,"5.9",15.5,NA,NA
3590,2023-06-18,17.8,22.7,12.9,8.8,57.9,"E",12.4,31.5,1013.4,0.2,3.6,5.4,"9.9",37.5,NA,NA
3590,2023-06-17,18.2,24.4,9.2,5.1,43.1,"ENE",11.6,27.8,1018.5,0,0,NA,"14.2",49.9,NA,NA
3590,2023-06-16,18.3,25.7,9.2,9.9,61.8,"ENE",11.2,31.5,1020.6,0,0.6,2.5,"14.7",33.2,NA,NA
3590,2023-06-15,17.9,24.9,9,10.3,65,"ENE",15.4,33.4,1018.9,0,0,NA,"15.4",32,NA,NA
3590,2023-06-14,17.6,26.1,9,7.9,59.7,"NE",20.1,44.5,1015.7,0,0,NA,"14.8",30.3,NA,NA
3590,2023-06-13,19.1,26.5,10.6,12.3,67.3,"ENE",14.2,27.8,1014.8,0,3,5.5,"5.9",25.7,NA,NA
3590,2023-06-12,21.9,29.3,13.7,14,63.7,"ENE",12.1,29.7,1014.2,0,0.2,NA,"12.9",22.7,NA,NA
3590,2023-06-11,20.6,26.8,12.2,13,62.9,"E",15.6,33.4,1014.3,0,1.2,3.6,"14.8",26.5,NA,NA
3590,2023-06-10,16.1,21.3,10.4,12,76.7,"NE",20.8,38.9,1014.5,0,0.3,2.7,"13.5",19.2,NA,NA
3590,2023-06-09,13.1,18.3,10,9,77,"NE",23,38.9,1018,0,4,6.8,"10.9",27.2,NA,NA
3590,2023-06-08,12.7,17.1,9.8,8,73.6,"NE",19.9,35.2,1022.1,0,5.5,6.5,"9.8",34.8,NA,NA
3590,2023-06-07,11.2,13.3,9.8,7.5,77.7,"NE",18.8,37.1,1023.8,0,8,8,"0.0",37,NA,NA
3590,2023-06-06,11.7,14.7,9.2,7.5,75.6,"NE",18.1,37.1,1024.6,0,8,8,"0.0",38.7,NA,NA
3590,2023-06-05,13.2,18.4,8.1,7.9,71,"NE",18,33.4,1025,0,3.3,6.1,"13.6",44.6,NA,NA
3590,2023-06-04,13.4,19.7,5.3,8.5,74.9,"NE",19.2,40.8,1024,0,4,5.6,"10.5",28.2,NA,NA
3590,2023-06-03,10.5,15.1,5.3,6.4,77.1,"NNE",20.2,40.8,1024.6,0,5.8,7,"5.9",21.3,NA,NA
3590,2023-06-02,11.4,17,9,7.1,74.8,"NNE",20.7,38.9,1025.6,0,7.7,7.7,"2.5",41.5,NA,NA
3590,2023-06-01,11.3,14.1,9.3,8.6,83.8,"NE",23.2,38.9,1027.2,0,8,8,"0.1",26.8,NA,NA
3590,2023-05-31,11.1,13.6,7.3,8.4,83.8,"NE",21.1,38.9,1029.4,0.8,8,8,"0.0",33.1,NA,NA
3590,2023-05-30,11.3,15.5,5.7,5.7,68.9,"NE",23.4,42.6,1029.2,0,4.7,6.2,"7.4",32.5,NA,NA
3590,2023-05-29,12.5,19.5,5,6.7,70.1,"NE",19.1,44.5,1025.5,0,2,6.9,"11.3",34.8,NA,NA
3590,2023-05-28,11.6,18.1,5,7.2,76,"ENE",10.3,24.1,1024.9,0,2.5,6.6,"11.7",23.6,NA,NA
3590,2023-05-27,11.2,16,4.7,6.6,75.1,"ENE",17.2,37.1,1031.5,0,1,5,"14.7",21.8,NA,NA
3590,2023-05-26,10.6,14.9,4.7,7.2,80.4,"NE",14.1,29.7,1031.1,0,4.1,6.2,"4.8",21.8,NA,NA
3590,2023-05-25,13.5,19.4,5.9,9,74.5,"NNE",12.2,35.2,1026.3,0,3.7,5.9,"10.2",28.1,NA,NA
3590,2023-05-24,11.7,16.6,5.9,6.3,71,"N",14.6,35.2,1026.3,0,3.6,5.1,"11.2",35.2,NA,NA
3590,2023-05-23,12.3,17.4,7.6,8,76.6,"N",24.7,51.9,1022.3,0,3.8,6.1,"6.4",29.9,NA,NA
3590,2023-05-22,12.5,16.9,6.9,8.1,75.2,"N",20,38.9,1020.5,0,6.2,6.8,"8.0",36.8,NA,NA
3590,2023-05-21,12.1,18.1,6.1,6.6,72,"NNE",19.9,40.8,1023.9,0,0.4,2,"13.2",35.1,NA,NA
3590,2023-05-20,10.7,16.4,5.3,6.8,78.7,"NNE",13.7,31.5,1027.5,0,3.9,5.5,"6.9",22.4,NA,NA
3590,2023-05-19,11.1,17,5.3,6.6,75,"ESE",7.6,24.1,1028.4,0,4.8,5.2,"10.6",30.2,NA,NA
3590,2023-05-18,10.6,15,6.3,6.1,74.3,"ESE",8.3,25.9,1029,0,4.6,5.5,"6.9",33.6,NA,NA
3590,2023-05-17,11,15.7,4.5,6,72.4,"NW",13.8,37.1,1025.4,0,2.9,5,"11.2",37.7,NA,NA
3590,2023-05-16,9,13.9,4.5,4.6,75,"NNW",17.3,48.2,1021.4,0,3.9,6.6,"8.1",45.4,NA,NA
3590,2023-05-15,12.4,17.6,7,9.5,82.5,"WNW",10.3,33.4,1018.3,0,5.9,7.4,"6.1",23.5,NA,NA
3590,2023-05-14,9.4,12.7,7.1,8.1,91.5,"N",17.1,37.1,1024.9,0,8,8,"0.5",12.9,NA,NA
3590,2023-05-13,9.3,11.2,8.4,8.6,94.9,"N",29.7,51.9,1024,4,8,8,"0.0",11.8,NA,NA
3590,2023-05-12,12.3,17.4,8.6,9.1,82.4,"NNE",12.7,33.4,1017.8,7,5.1,6.2,"7.0",33.8,NA,NA
3590,2023-05-11,12.8,18.3,8.6,9.2,80,"W",11.6,35.2,1012.8,0.2,5.7,6.2,"8.3",44.5,NA,NA
3590,2023-05-10,12.9,18.1,9.3,10.8,87.6,"W",13.9,51.9,1009.2,NA,7.4,7.4,"2.6",33.4,NA,NA
3590,2023-05-09,14.2,17.3,8.9,11.5,84.3,"SSW",16.8,33.4,1016.1,9.4,6.9,7.5,"4.5",35.4,NA,NA
3590,2023-05-08,13.9,19.8,8.9,11.2,84.3,"SW",8.6,20.4,1018.3,0,3,6.6,"4.8",27,NA,NA
3590,2023-05-07,12.8,15.2,8.9,11.9,93.9,"SSE",12.7,29.7,1014.3,3.6,7.5,7.9,"0.3",10.9,NA,NA
3590,2023-05-06,12.4,17.3,8.9,10.5,88.8,"S",11,37.1,1014.3,10.4,4.6,5.5,"2.5",28.4,NA,NA
3590,2023-05-05,12.3,15.8,6.7,8.5,77.7,"ESE",17,40.8,1014.6,0,2.5,4.2,"8.4",17.8,NA,NA
3590,2023-05-04,8.4,11.8,3.2,4.4,76.3,"E",16.8,37.1,1024.8,0,2,5.3,"8.6",30.3,NA,NA
3590,2023-05-03,8.1,11.9,3.2,4,76.3,"E",10.1,25.9,1028.6,0,4.4,7.5,"0.7",38.2,NA,NA
3590,2023-05-02,11.8,16.6,7.7,9.1,83.9,"NNW",11.7,35.2,1019.6,0.8,7.3,7.3,"4.3",29,NA,NA
3590,2023-05-01,11.6,16.1,6.6,7.3,75.6,"SSE",12.6,27.8,1019.3,0.8,4.1,6.6,"10.2",16.2,NA,NA
3590,2023-04-30,10.1,15.6,3.9,6.3,78.2,"SSE",9.3,22.2,1022.1,0,0.8,4,"13.0",18.6,NA,NA
3590,2023-04-29,9.8,14.2,3.9,8.1,90.2,"NW",15.1,42.6,1014.3,0.6,6,7.9,"0.0",13.8,NA,NA
3590,2023-04-28,9.7,12.4,6.8,4.8,72.8,"SE",20.5,44.5,1013.4,3.2,6.7,7.3,"4.7",14.9,NA,NA
3590,2023-04-27,7.8,10.7,3.4,1.5,64.9,"SE",12.7,33.4,1019.2,0,8,8,"4.5",42.3,NA,NA
3590,2023-04-26,5.6,9.8,0.9,0.7,71.1,"NNE",10.9,33.4,1019.3,0,5.5,6,"5.5",41,NA,NA
3590,2023-04-25,5.7,11.1,0.9,2.1,78.4,"NNW",16.1,33.4,1012.2,0,6.2,6.8,"3.3",31.6,NA,NA
3590,2023-04-24,9,13.8,4.1,7.1,88.3,"W",17.1,42.6,1001.7,6.8,7.4,7.8,"1.7",21,NA,NA
3590,2023-04-23,9.9,13.4,5.6,6.2,77.7,"S",12.2,35.2,1004.1,0.2,6.1,7,"6.0",19.3,NA,NA
3590,2023-04-22,8,11.9,4.8,4.9,82.4,"E",11.4,37.1,1009.8,0,5.5,7.3,"4.8",11.5,NA,NA
3590,2023-04-21,8,13.7,3.5,4.1,79.2,"NE",22.9,57.4,1019,4.8,5.6,7.1,"8.5",24.3,NA,NA
3590,2023-04-20,8.1,13,3.5,3.5,74.6,"ENE",22.4,53.7,1025.8,0,1.5,7.2,"9.1",28.8,NA,NA
3590,2023-04-19,8.2,10.7,5.4,4.9,80.1,"NE",22.5,53.7,1027.6,0,5.1,7.6,"2.8",18.7,NA,NA
3590,2023-04-18,8.8,14.3,5.4,5.6,81.6,"NE",16.8,33.4,1029.3,0,5,7,"9.9",21.7,NA,NA
3590,2023-04-17,9.9,15,3.3,6.5,79.9,"SE",10.3,24.1,1026.7,0,6.2,7.1,"7.4",24.4,NA,NA
3590,2023-04-16,9,14.8,3.3,5,77.9,"NE",11,33.4,1022.2,NA,3.4,5.3,"6.4",28,NA,NA
3590,2023-04-15,7.9,12,2.5,5.3,83.8,"ESE",15.5,40.8,1007,11.8,7,7.3,"4.2",24.4,NA,NA
3590,2023-04-14,7.3,12.9,2.5,1.6,69.1,"WSW",22.2,55.6,1003,0.4,2.7,4,"9.2",56.2,NA,NA
3590,2023-04-13,6.5,11.7,3.8,3,78.7,"SW",26.6,79.7,992.2,1.2,5,5.7,"6.4",54.4,NA,NA
3590,2023-04-12,8.4,13.7,3.6,4.6,77.9,"SSW",23.9,55.6,1003.8,0,5.8,7,"6.9",33.3,NA,NA
3590,2023-04-11,9.1,14.5,3.6,5.3,79.3,"WSW",28.3,76,1007.9,0,3.8,5.3,"3.9",39.9,NA,NA
3590,2023-04-10,9.9,14.2,5.1,6.5,79.1,"SSE",15.1,31.5,1018.9,0,5.3,6.8,"7.5",8.3,NA,NA
3590,2023-04-09,7.2,10.8,2.5,5.4,87.9,"ENE",8.6,18.5,1026.1,0,7.4,7.4,"2.6",16.3,NA,NA
3590,2023-04-08,7.6,13,2.5,3.6,77.8,"NNW",11.8,33.4,1022.5,0,1.6,3.5,"10.4",40.7,NA,NA
3590,2023-04-07,8.9,13.9,4.6,5.6,80.9,"WNW",17.9,42.6,1014.3,0,5,6.4,"3.5",42.5,NA,NA
3590,2023-04-06,8.4,12.4,1.7,4,75.1,"S",12.1,29.7,1017.5,0,7,8,"6.6",14.1,NA,NA
3590,2023-04-05,5.4,9.9,-0.1,-0.5,66.5,"SSE",11.6,29.7,1026.3,0,0,NA,"12.3",36.1,NA,NA
3590,2023-04-04,4.8,9.9,-0.9,-0.7,68.8,"ENE",12,31.5,1030.3,0,0.9,4.2,"10.6",49.8,NA,NA
3590,2023-04-03,4.6,9.8,-0.9,0.3,75.5,"NE",18.2,44.5,1029.2,0,2.5,3.6,"9.2",39.8,NA,NA
3590,2023-04-02,6.8,8.8,5.1,5.5,91.6,"N",25.7,44.5,1011.1,0,8,8,"0.0",31.1,NA,NA
3590,2023-04-01,9.6,13.1,7,8.4,92.6,"WNW",20.5,40.8,990.4,0,8,8,"0.4",22.8,NA,NA
3590,2023-03-31,11.6,16.1,9.3,8.7,83.2,"SSW",24.5,59.3,999.3,0,6.9,6.9,"5.3",22.7,NA,NA
3590,2023-03-30,11.2,13.9,7,9.3,87.9,"SSW",21.9,51.9,1005.3,0.8,8,8,"0.3",25.8,NA,NA
3590,2023-03-29,6.7,8,2.3,4.9,87.6,"SSW",18.5,40.8,1015.7,0,8,8,"0.0",24,NA,NA
3590,2023-03-28,4.5,8.4,0.3,-1.5,66.3,"W",13.4,40.8,1025.5,0,3.9,5.8,"9.2",47.9,NA,NA
3590,2023-03-27,4.7,8.1,0.3,2,84.4,"N",19.2,44.5,1013.5,0,6.2,7.1,"0.3",31.5,NA,NA
3590,2023-03-26,9.1,14.2,6,4.9,76.4,"WSW",20.5,63,1003.1,0,7,7.3,"3.0",41.4,NA,NA
3590,2023-03-25,9,14,6.2,5.3,77.5,"SW",27.8,61.2,997.5,0,4.5,4.9,"6.4",41.3,NA,NA
3590,2023-03-24,10.3,14.9,6.2,6.9,80.5,"SW",25.4,61.2,996.1,0,5.5,6.3,"0.4",26.5,NA,NA
3590,2023-03-23,10.7,15.2,7.2,7.5,81.3,"SSW",27.6,66.7,997.9,0,5.8,6.3,NA,31.7,NA,NA
3590,2023-03-22,10.4,14.4,8.1,7.6,82.9,"SSW",24.2,51.9,1005.5,0,7.7,7.7,NA,32.9,NA,NA
3590,2023-03-21,9.9,12.5,5.4,8.6,91.4,"SW",18.4,33.4,1013.9,0,8,8,NA,18.3,NA,NA
3590,2023-03-20,7.6,10,5.2,4.1,78.5,"WSW",14,31.5,1016.5,0,7.9,7.9,NA,43.4,NA,NA
3590,2023-03-19,8.7,10.8,5.5,7.8,94,"SW",12.1,37.1,1007.6,0,7.5,7.5,NA,18.8,NA,NA
3590,2023-03-18,9.5,11.2,7.3,8.8,95.6,"S",12.3,35.2,1004.8,0,6.4,6.4,NA,9.2,NA,NA
3590,2023-03-17,10.1,12.8,5.3,7.2,82,"S",17,38.9,1004.8,0,7.4,7.4,NA,34,NA,NA
3590,2023-03-16,4.9,7.4,-3,2.8,85.2,"S",16.5,42.6,1014,1.2,6,6.9,NA,26.5,NA,NA
3590,2023-03-15,2.9,10.5,-2.1,0.4,86.2,"NW",16.7,61.2,1008.9,0,4.5,6.8,NA,25.6,NA,NA
3590,2023-03-14,10.7,14.9,4.6,6.2,76,"SW",37.4,98.2,987.4,0,7.3,7.3,NA,22.3,NA,NA
3590,2023-03-13,10.3,13,2.9,8.1,85.4,"SW",27.9,63,1000.5,0,7.2,7.2,NA,21.1,NA,NA
3590,2023-03-12,3.7,6.6,-2.6,0.6,80,"S",14.1,33.4,1008.7,0,6.8,6.8,NA,31.7,NA,NA
3590,2023-03-11,0.5,4.6,-2.6,-1.5,88,"N",18.3,59.3,1003.7,NA,4.2,6.3,NA,27.5,NA,NA
3590,2023-03-10,3.4,4.6,0.1,2.9,96.4,"E",20.2,46.3,989.7,5.8,8,8,NA,6.3,NA,NA
3590,2023-03-09,0.9,2.5,-1.4,0,93.8,"ENE",17.4,42.6,992.6,1.2,8,8,NA,11.1,NA,NA
3590,2023-03-08,1.5,4.9,-1.4,-2.1,77.9,"NNW",10.7,31.5,998.8,0,5.2,7.3,NA,36.5,NA,NA
3590,2023-03-07,3.4,7.4,-3.3,2.2,90.9,"WSW",16.1,42.6,1001.7,1,8,8,NA,20.8,NA,NA
3590,2023-03-06,1.9,4.2,-3.3,-1.8,77.9,"W",9.9,24.1,1014.2,0,7,8,NA,19.3,NA,NA
3590,2023-03-05,4.3,6.5,2.4,2.2,86.1,"NW",13,29.7,1026.8,0,8,8,NA,28,NA,NA
3590,2023-03-04,4.9,7.1,2,1,75.6,"NNE",16.1,33.4,1029.3,0,7.8,7.8,NA,43.3,NA,NA
3590,2023-03-03,4.2,7.9,0,0.5,76.4,"NNE",19.1,40.8,1026.8,0,5.6,6.1,NA,33.3,NA,NA
3590,2023-03-02,3.9,7.6,0,1.3,83.8,"NE",14.5,31.5,1027.5,0,6.8,6.8,NA,42.8,NA,NA
3590,2023-03-01,4.2,6.6,-1.2,2.5,88.1,"NNE",16.9,40.8,1032.3,0,8,8,NA,50.6,NA,NA
3590,2023-02-28,2.8,7.9,-2.3,-0.2,81.7,"NE",13,37.1,1032.6,0,4.5,7.6,NA,38.7,NA,NA
3590,2023-02-27,2,6.7,-2.3,-2.7,72.4,"NNE",13.9,40.8,1029.6,0,3.2,5.8,NA,46.9,NA,NA
3590,2023-02-26,3.1,7.3,-0.2,0.4,83.6,"N",18.5,55.6,1019.5,0.2,5,6.1,NA,31.4,NA,NA
3590,2023-02-25,4.2,9.2,-2.4,2.1,86,"NNW",18.6,57.4,1012.4,0.8,7.2,7.2,NA,28.1,NA,NA
3590,2023-02-24,3.3,7.9,-2.4,1.2,87.1,"N",16.1,48.2,1018.2,0,4.8,7.7,NA,23.4,NA,NA
3590,2023-02-23,6.4,8.3,4.9,5.4,93.4,"NW",12.9,29.7,1012.1,0,8,8,NA,14,NA,NA
3590,2023-02-22,7.2,11.2,5.1,5.6,89.8,"SSW",9.4,25.9,1015,0,6.3,7.2,NA,11.7,NA,NA
3590,2023-02-21,9.5,14.7,4.5,7,85,"WSW",22.1,51.9,1020.7,0,3.3,5.8,NA,37.1,NA,NA
3590,2023-02-20,7.7,11.2,4.5,3.9,78.3,"W",20,44.5,1025.1,0,3.1,6.8,NA,44.6,NA,NA
3590,2023-02-19,11,14.6,8.5,7.6,79.8,"W",26,51.9,1019.3,0.2,8,8,NA,50.8,NA,NA
3590,2023-02-18,11.7,15.3,8.8,8.6,81.9,"WSW",28,68.6,1019.6,0,6.5,6.8,NA,60.1,NA,NA
3590,2023-02-17,9.6,11.2,6.7,8.1,89.7,"SW",21.8,51.9,1017.9,0,5.9,6.2,NA,37.2,NA,NA
3590,2023-02-16,8.2,12.5,1.2,5.5,83,"SSW",14.3,33.4,1021.8,0.2,4.3,6.9,NA,13.3,NA,NA
3590,2023-02-15,5.3,12.3,-0.9,3.7,89.3,"SSE",9.8,22.2,1029,0.2,2.4,7.2,NA,5.4,NA,NA
3590,2023-02-14,5.1,9.9,-0.9,2.7,86.6,"SSE",10.5,24.1,1033.6,0.2,4.2,6.3,NA,6.1,NA,NA
3590,2023-02-13,6.8,8.5,5.1,3.5,80.2,"SE",7.3,24.1,1037.2,0,8,8,NA,11.4,NA,NA
3590,2023-02-12,7.8,9.7,3.2,5,82.2,"W",7,25.9,1036.8,0,8,8,NA,28.3,NA,NA
3590,2023-02-11,4.5,7.7,-2.7,2.3,84.8,"WSW",16.4,37.1,1034.8,0,3.5,5.2,NA,21.3,NA,NA
3590,2023-02-10,2.4,7.8,-2.4,-1.4,76.8,"W",12,29.7,1034,0,2,6.7,NA,26.3,NA,NA
3590,2023-02-09,1.5,5.9,-5.4,-0.5,86.3,"SSW",11.7,27.8,1032.3,0.2,0.5,3,NA,9.8,NA,NA
3590,2023-02-08,1.8,7.3,-4,0,89.3,"SSW",6.7,20.4,1038.6,0.2,3.3,7,NA,10.1,NA,NA
3590,2023-02-07,3.2,8.4,-2.1,0.6,84.6,"SW",8.6,24.1,1040.4,0,3.6,6.7,NA,15.9,NA,NA
3590,2023-02-06,3.8,8.3,0.6,1.4,85.5,"N",10,33.4,1045.1,0,4.1,5.2,NA,19.3,NA,NA
3590,2023-02-05,7.2,9.5,2.9,4.5,83.5,"W",15.1,38.9,1038.4,0,7.1,7.4,NA,46.2,NA,NA
3590,2023-02-04,9.2,12.5,5.6,6.5,83.7,"W",18.9,44.5,1031.8,0,5.5,6.7,NA,55.6,NA,NA
3590,2023-02-03,8.3,11.6,4.3,5.5,81.9,"WSW",24.6,50,1025.5,0,4.9,5.6,NA,56.5,NA,NA
3590,2023-02-02,6.7,9.2,2.1,3.2,78,"W",27.8,59.3,1022.6,0,5.2,7,NA,32.4,NA,NA
3590,2023-02-01,5.2,11.5,-0.2,1.6,78.1,"W",22.3,59.3,1022.2,0,2.8,6.2,NA,30.7,NA,NA
3590,2023-01-31,4.5,8.3,-0.2,1.3,80.7,"W",19.5,48.2,1024.3,0,3.2,5.6,NA,26.3,NA,NA
3590,2023-01-30,5.5,7.9,3.4,3.8,88.6,"WSW",21.5,42.6,1022.1,0,5.1,6.8,NA,28.5,NA,NA
3590,2023-01-29,3.8,5.5,0.2,1.5,84.7,"WSW",7.4,18.5,1030.7,0,8,8,NA,23.9,NA,NA
3590,2023-01-28,3,7.1,0.2,0.8,86,"NNE",11.5,31.5,1030.9,0,6.2,6.8,NA,32.8,NA,NA
3590,2023-01-27,4.7,8.1,2.2,3.5,91.7,"N",20.2,44.5,1029.8,0,8,8,NA,20,NA,NA
3590,2023-01-26,2.4,5.1,-0.3,2.2,97.9,"WNW",16.1,35.2,1029.6,3.2,7.1,7.7,NA,5.4,NA,NA
3590,2023-01-25,2.3,3.9,0.3,0.1,85.5,"NE",6.9,20.4,1038.4,0,8,8,NA,20.2,NA,NA
3590,2023-01-24,1.1,2.6,-4.3,-0.1,90.5,"N",7.3,18.5,1038.4,0.2,6.8,7.4,NA,15.2,NA,NA
3590,2023-01-23,-1.1,2.8,-4.6,-2,93.4,"NNE",6.2,13,1036.2,0.2,2.9,6.9,NA,13.1,NA,NA
3590,2023-01-22,0.3,5.1,-4,-1.1,90.2,"NNE",6.7,14.8,1034.4,0,1.1,6.8,NA,12.2,NA,NA
3590,2023-01-21,1.8,4.8,-2.1,-0.1,87.1,"NNW",17.4,40.8,1022.1,0.2,3.7,4.9,NA,30.8,NA,NA
3590,2023-01-20,-0.4,3,-4.5,-1.8,89.4,"W",13.7,27.8,1009,0,2.5,5.1,NA,28.3,NA,NA
3590,2023-01-19,-0.5,3.2,-4.3,-2.2,88.1,"W",15.7,33.4,1000,0.2,0,NA,NA,32.2,NA,NA
3590,2023-01-18,-2.6,1.7,-6.2,-4.4,87.1,"WSW",11.6,27.8,990.4,0,0,NA,NA,27.1,NA,NA
3590,2023-01-17,0.1,4.1,-5,-2.3,85.6,"NW",21,57.4,985.6,NA,5.3,7.1,NA,44.7,NA,NA
3590,2023-01-16,3.8,7.3,1.5,1.4,84.7,"SW",20.1,59.3,993.5,3.4,4.8,6.3,NA,35.5,NA,NA
3590,2023-01-15,7,11.7,2.8,4.2,83.1,"SW",32,63,995.9,4,6.2,7.4,NA,43.3,NA,NA
3590,2023-01-14,6.9,9.6,4.4,3.5,79.2,"WSW",28.1,64.9,1008.3,2.8,6.1,7.7,NA,34.4,NA,NA
3590,2023-01-13,9.1,11.9,6.3,6,81.7,"WSW",33.6,68.6,1000.2,NA,4.7,7.5,NA,31.8,NA,NA
3590,2023-01-12,7.9,11.8,5.7,5.9,86.3,"SW",30.3,70.4,1005.3,7.2,5.6,7.4,NA,32.4,NA,NA
3590,2023-01-11,8.6,12.2,2.2,7.5,91.3,"SSW",26.8,59.3,1004.8,10.2,6.3,7.5,NA,27.5,NA,NA
3590,2023-01-10,4.6,7.6,2.2,2,84,"WSW",21,46.3,1005.8,0,2.8,5.2,NA,34.8,NA,NA
3590,2023-01-09,5.9,9.8,3.7,4.3,90.1,"SSW",18.5,50,991.1,8.4,5.6,6.4,NA,34.6,NA,NA
3590,2023-01-08,8.3,11.7,5.7,5.9,85.3,"S",25.2,66.7,997.9,3.8,5.2,7.3,NA,30.2,NA,NA
3590,2023-01-07,9.1,11.7,5.4,7.2,87,"SSW",21.5,51.9,1011.5,0,5.1,7.7,NA,47.2,NA,NA
3590,2023-01-06,9.6,12,5.9,7.9,89.1,"SW",21.3,59.3,1015.5,2.8,4.9,6.9,NA,41.2,NA,NA
3590,2023-01-05,10.5,12.7,7.6,7.7,83.6,"WSW",29.7,64.9,1014,0.2,3.5,5.2,NA,25.3,NA,NA
3590,2023-01-04,9.6,12.4,1.1,8.7,93,"SSW",28.7,61.2,1015.2,3,8,8,NA,22.9,NA,NA
3590,2023-01-03,4.1,7.4,1.1,2.6,90.1,"SW",12,27.8,1020,0.6,3,5.5,NA,33.4,NA,NA
3590,2023-01-02,8.4,13.1,5,6.4,88.4,"SSW",15,50,1009,3,6.1,6.7,NA,16.4,NA,NA
3590,2023-01-01,10.4,13.1,9.1,7,79.5,"SW",27,53.7,1004,8.2,4.4,6.2,NA,37.9,NA,NA
